citycode,cityname,cityname_kn,matomeareacode,matomeareaname,matomeareaname_kn,firstareacode,firstareaname,firstareaname_kn,prefcode,prefname,prefname_kn
0133300,知内町,しりうちちょう,017013,渡島西部,おしませいぶ,017010,渡島地方,おしまちほう,017010,渡島地方,おしまちほう
0133400,木古内町,きこないちょう,017013,渡島西部,おしませいぶ,017010,渡島地方,おしまちほう,017010,渡島地方,おしまちほう
0133700,七飯町,ななえちょう,017012,渡島東部,おしまとうぶ,017010,渡島地方,おしまちほう,017010,渡島地方,おしまちほう
0134300,鹿部町,しかべちょう,017012,渡島東部,おしまとうぶ,017010,渡島地方,おしまちほう,017010,渡島地方,おしまちほう
0134500,森町,もりまち,017012,渡島東部,おしまとうぶ,017010,渡島地方,おしまちほう,017010,渡島地方,おしまちほう
0134601,八雲町八雲,やくもちょうやくも,017011,渡島北部,おしまほくぶ,017010,渡島地方,おしまちほう,017010,渡島地方,おしまちほう
0134602,八雲町熊石,やくもちょうくまいし,017021,檜山北部,ひやまほくぶ,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0134700,長万部町,おしゃまんべちょう,017011,渡島北部,おしまほくぶ,017010,渡島地方,おしまちほう,017010,渡島地方,おしまちほう
0136100,江差町,えさしちょう,017022,檜山南部,ひやまなんぶ,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0136200,上ノ国町,かみのくにちょう,017022,檜山南部,ひやまなんぶ,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0136300,厚沢部町,あっさぶちょう,017022,檜山南部,ひやまなんぶ,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0136400,乙部町,おとべちょう,017022,檜山南部,ひやまなんぶ,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0136700,奥尻町,おくしりちょう,017023,檜山奥尻島,ひやまおくしりとう,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0137000,今金町,いまかねちょう,017021,檜山北部,ひやまほくぶ,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0137100,せたな町,せたなちょう,017021,檜山北部,ひやまほくぶ,017020,檜山地方,ひやまちほう,017020,檜山地方,ひやまちほう
0139100,島牧村,しままきむら,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139200,寿都町,すっつちょう,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139300,黒松内町,くろまつないちょう,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139400,蘭越町,らんこしちょう,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139500,ニセコ町,にせこちょう,016032,羊蹄山麓,ようていさんろく,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139600,真狩村,まっかりむら,016032,羊蹄山麓,ようていさんろく,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139700,留寿都村,るすつむら,016032,羊蹄山麓,ようていさんろく,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139800,喜茂別町,きもべつちょう,016032,羊蹄山麓,ようていさんろく,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0139900,京極町,きょうごくちょう,016032,羊蹄山麓,ようていさんろく,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140000,倶知安町,くっちゃんちょう,016032,羊蹄山麓,ようていさんろく,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140100,共和町,きょうわちょう,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140200,岩内町,いわないちょう,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140300,泊村,とまりむら,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140400,神恵内村,かもえないむら,016033,後志西部,しりべしせいぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140500,積丹町,しゃこたんちょう,016031,後志北部,しりべしほくぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140600,古平町,ふるびらちょう,016031,後志北部,しりべしほくぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140700,仁木町,にきちょう,016031,後志北部,しりべしほくぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140800,余市町,よいちちょう,016031,後志北部,しりべしほくぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0140900,赤井川村,あかいがわむら,016031,後志北部,しりべしほくぶ,016030,後志地方,しりべしちほう,016030,後志地方,しりべしちほう
0142300,南幌町,なんぽろちょう,016023,南空知,みなみそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0142400,奈井江町,ないえちょう,016022,中空知,なかそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0142500,上砂川町,かみすながわちょう,016022,中空知,なかそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0142700,由仁町,ゆにちょう,016023,南空知,みなみそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0142800,長沼町,ながぬまちょう,016023,南空知,みなみそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0142900,栗山町,くりやまちょう,016023,南空知,みなみそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143000,月形町,つきがたちょう,016023,南空知,みなみそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143100,浦臼町,うらうすちょう,016022,中空知,なかそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143200,新十津川町,しんとつかわちょう,016022,中空知,なかそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143300,妹背牛町,もせうしちょう,016021,北空知,きたそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143400,秩父別町,ちっぷべつちょう,016021,北空知,きたそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143600,雨竜町,うりゅうちょう,016022,中空知,なかそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143700,北竜町,ほくりゅうちょう,016021,北空知,きたそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0143800,沼田町,ぬまたちょう,016021,北空知,きたそらち,016020,空知地方,そらちちほう,016020,空知地方,そらちちほう
0145200,鷹栖町,たかすちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0145300,東神楽町,ひがしかぐらちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0145400,当麻町,とうまちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0145500,比布町,ぴっぷちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0145600,愛別町,あいべつちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0145700,上川町,かみかわちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0145800,東川町,ひがしかわちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0145900,美瑛町,びえいちょう,012012,上川中部,かみかわちゅうぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146000,上富良野町,かみふらのちょう,012013,上川南部,かみかわなんぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146100,中富良野町,なかふらのちょう,012013,上川南部,かみかわなんぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146200,南富良野町,みなみふらのちょう,012013,上川南部,かみかわなんぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146300,占冠村,しむかっぷむら,012013,上川南部,かみかわなんぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146400,和寒町,わっさむちょう,012011,上川北部,かみかわほくぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146500,剣淵町,けんぶちちょう,012011,上川北部,かみかわほくぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146800,下川町,しもかわちょう,012011,上川北部,かみかわほくぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0146900,美深町,びふかちょう,012011,上川北部,かみかわほくぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0147000,音威子府村,おといねっぷむら,012011,上川北部,かみかわほくぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0147100,中川町,なかがわちょう,012011,上川北部,かみかわほくぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0147200,幌加内町,ほろかないちょう,012011,上川北部,かみかわほくぶ,012010,上川地方,かみかわちほう,012010,上川地方,かみかわちほう
0148100,増毛町,ましけちょう,012023,留萌南部,るもいなんぶ,012020,留萌地方,るもいちほう,012020,留萌地方,るもいちほう
0148200,小平町,おびらちょう,012023,留萌南部,るもいなんぶ,012020,留萌地方,るもいちほう,012020,留萌地方,るもいちほう
