citycode,cityname,cityname_kn
4650500,屋久島町,やくしまちょう
4652300,大和村,やまとそん
4652400,宇検村,うけんそん
4652500,瀬戸内町,せとうちちょう
4652700,龍郷町,たつごうちょう
4652900,喜界町,きかいちょう
4653000,徳之島町,とくのしまちょう
4653100,天城町,あまぎちょう
4653200,伊仙町,いせんちょう
4653300,和泊町,わどまりちょう
4653400,知名町,ちなちょう
4653500,与論町,よろんちょう
4720100,那覇市,なはし
4720500,宜野湾市,ぎのわんし
4720700,石垣市,いしがきし
4720800,浦添市,うらそえし
4720900,名護市,なごし
4721000,糸満市,いとまんし
4721100,沖縄市,おきなわし
4721200,豊見城市,とみぐすくし
4721300,うるま市,うるまし
4721400,宮古島市,みやこじまし
4721500,南城市,なんじょうし
4730100,国頭村,くにがみそん
4730200,大宜味村,おおぎみそん
4730300,東村,ひがしそん
4730600,今帰仁村,なきじんそん
4730800,本部町,もとぶちょう
4731100,恩納村,おんなそん
4731300,宜野座村,ぎのざそん
4731400,金武町,きんちょう
4731500,伊江村,いえそん
4732400,読谷村,よみたんそん
4732500,嘉手納町,かでなちょう
4732600,北谷町,ちゃたんちょう
4732700,北中城村,きたなかぐすくそん
4732800,中城村,なかぐすくそん
4732900,西原町,にしはらちょう
4734800,与那原町,よなばるちょう
4735000,南風原町,はえばるちょう
4735300,渡嘉敷村,とかしきそん
4735400,座間味村,ざまみそん
4735500,粟国村,あぐにそん
4735600,渡名喜村,となきそん
4735700,南大東村,みなみだいとうそん
4735800,北大東村,きただいとうそん
4735900,伊平屋村,いへやそん
4736000,伊是名村,いぜなそん
4736100,久米島町,くめじまちょう
4736200,八重瀬町,やえせちょう
4737500,多良間村,たらまそん
4738100,竹富町,たけとみちょう
4738200,与那国町,よなぐにちょう
